AE3DE2AA.txt.ptree,0,6,0..8,Bullying
AE3DE2AA.txt.ptree,0,9,9..15,people
AE3DE2AA.txt.ptree,0,12,16..20,into
AE3DE2AA.txt.ptree,0,16,21..26,using
AE3DE2AA.txt.ptree,0,19,27..33,flairs
AE3DE2AA.txt.ptree,0,21,36..39,Yea
AE3DE2AA.txt.ptree,0,24,40..47,because
AE3DE2AA.txt.ptree,0,27,48..51,two
AE3DE2AA.txt.ptree,0,29,52..59,buttons
AE3DE2AA.txt.ptree,0,32,60..62,is
AE3DE2AA.txt.ptree,0,35,63..66,too
AE3DE2AA.txt.ptree,0,37,67..71,much
AE3DE2AA.txt.ptree,0,41,72..74,to
AE3DE2AA.txt.ptree,0,44,75..80,press
AE3DE2AA.txt.ptree,0,46,80..81,.
AE3DE2AA.txt.ptree,1,5,84..87,You
AE3DE2AA.txt.ptree,1,8,88..94,filthy
AE3DE2AA.txt.ptree,1,13,95..97,Ni
AE3DE2AA.txt.ptree,1,15,98..99,[
AE3DE2AA.txt.ptree,1,18,99..106,removed
AE3DE2AA.txt.ptree,1,21,106..107,]
