1E667C82.txt.ptree,0,6,0..3,You
1E667C82.txt.ptree,0,9,3..6,'re
1E667C82.txt.ptree,0,12,7..17,absolutely
1E667C82.txt.ptree,0,14,18..23,right
1E667C82.txt.ptree,0,16,24..27,and
1E667C82.txt.ptree,0,21,28..31,the
1E667C82.txt.ptree,0,23,32..38,people
1E667C82.txt.ptree,0,27,39..42,who
1E667C82.txt.ptree,0,31,43..50,created
1E667C82.txt.ptree,0,34,51..54,the
1E667C82.txt.ptree,0,36,55..62,banking
1E667C82.txt.ptree,0,38,63..69,system
1E667C82.txt.ptree,0,42,70..72,as
1E667C82.txt.ptree,0,46,73..75,we
1E667C82.txt.ptree,0,49,76..80,know
1E667C82.txt.ptree,0,52,81..83,it
1E667C82.txt.ptree,0,54,84..87,and
1E667C82.txt.ptree,0,58,88..91,who
1E667C82.txt.ptree,0,62,92..98,happen
1E667C82.txt.ptree,0,66,99..101,to
1E667C82.txt.ptree,0,69,102..104,be
1E667C82.txt.ptree,0,72,105..111,Jewish
1E667C82.txt.ptree,0,75,112..115,are
1E667C82.txt.ptree,0,78,116..120,also
1E667C82.txt.ptree,0,81,121..129,monsters
1E667C82.txt.ptree,0,83,129..130,.
