E47E3ABD.txt.ptree,0,6,0..4,stop
E47E3ABD.txt.ptree,0,9,5..12,fucking
E47E3ABD.txt.ptree,0,13,13..20,posting
E47E3ABD.txt.ptree,0,16,21..26,these
E47E3ABD.txt.ptree,0,18,27..34,stories
E47E3ABD.txt.ptree,0,21,35..39,over
E47E3ABD.txt.ptree,0,23,40..43,and
E47E3ABD.txt.ptree,0,25,44..48,over
E47E3ABD.txt.ptree,0,28,49..54,again
E47E3ABD.txt.ptree,0,32,55..56,i
E47E3ABD.txt.ptree,0,35,57..61,dont
E47E3ABD.txt.ptree,0,38,62..66,give
E47E3ABD.txt.ptree,0,41,67..68,a
E47E3ABD.txt.ptree,0,43,69..73,shit
E47E3ABD.txt.ptree,0,45,73..74,.
