none[0.1808]  arg1_node[0.8117]  arg2_node[0.0074]  arg1_node
none[0.9836]  arg1_node[0.0143]  arg2_node[0.0021]  none
none[0.9855]  arg1_node[0.0138]  arg2_node[0.0006]  none
none[0.0425]  arg1_node[0.0006]  arg2_node[0.9569]  arg2_node
none[0.9953]  arg1_node[0.0000]  arg2_node[0.0047]  none
none[0.8969]  arg1_node[0.0000]  arg2_node[0.1031]  none
none[0.9953]  arg1_node[0.0000]  arg2_node[0.0047]  none
none[0.9824]  arg1_node[0.0124]  arg2_node[0.0052]  none
none[0.9953]  arg1_node[0.0000]  arg2_node[0.0047]  none
none[0.9953]  arg1_node[0.0000]  arg2_node[0.0047]  none
