B6BEBC49.txt.ptree,0,5,0..4,Back
B6BEBC49.txt.ptree,0,8,5..7,in
B6BEBC49.txt.ptree,0,11,8..10,my
B6BEBC49.txt.ptree,0,13,11..14,day
B6BEBC49.txt.ptree,0,17,15..17,we
B6BEBC49.txt.ptree,0,20,18..22,just
B6BEBC49.txt.ptree,0,23,23..26,hit
B6BEBC49.txt.ptree,0,26,27..30,the
B6BEBC49.txt.ptree,0,28,31..35,dumb
B6BEBC49.txt.ptree,0,30,36..40,kids
B6BEBC49.txt.ptree,0,32,41..44,and
B6BEBC49.txt.ptree,0,36,45..49,they
B6BEBC49.txt.ptree,0,39,50..54,went
B6BEBC49.txt.ptree,0,43,55..57,to
B6BEBC49.txt.ptree,0,46,58..62,work
B6BEBC49.txt.ptree,0,49,63..65,in
B6BEBC49.txt.ptree,0,52,66..69,the
B6BEBC49.txt.ptree,0,54,70..75,mines
B6BEBC49.txt.ptree,0,56,75..76,!
