91306B59.txt.ptree,0,5,0..3,You
91306B59.txt.ptree,0,7,4..8,guys
91306B59.txt.ptree,0,11,9..12,did
91306B59.txt.ptree,0,13,12..15,n't
91306B59.txt.ptree,0,17,16..20,just
91306B59.txt.ptree,0,19,21..27,invade
91306B59.txt.ptree,0,21,28..31,but
91306B59.txt.ptree,0,25,32..39,totally
91306B59.txt.ptree,0,27,40..47,annexed
91306B59.txt.ptree,0,31,48..54,Kuwait
91306B59.txt.ptree,0,34,55..58,you
91306B59.txt.ptree,0,38,59..66,fucking
91306B59.txt.ptree,0,41,67..74,dipshit
91306B59.txt.ptree,0,43,74..75,.
91306B59.txt.ptree,1,5,77..79,OP
91306B59.txt.ptree,1,8,80..82,is
91306B59.txt.ptree,1,11,83..86,the
91306B59.txt.ptree,1,14,87..92,least
91306B59.txt.ptree,1,16,93..101,retarded
91306B59.txt.ptree,1,18,102..107,Iraqi
91306B59.txt.ptree,1,20,107..108,.
