927125A8.txt.ptree,0,5,0..3,Lol
927125A8.txt.ptree,0,10,4..7,the
927125A8.txt.ptree,0,12,8..14,idiocy
927125A8.txt.ptree,0,15,15..21,amazes
927125A8.txt.ptree,0,18,22..24,me
927125A8.txt.ptree,0,20,24..25,.
927125A8.txt.ptree,1,5,26..27,I
927125A8.txt.ptree,1,8,27..29,'m
927125A8.txt.ptree,1,10,30..33,not
927125A8.txt.ptree,1,13,34..38,sure
927125A8.txt.ptree,1,17,39..42,why
927125A8.txt.ptree,1,21,43..44,I
927125A8.txt.ptree,1,24,44..46,'m
927125A8.txt.ptree,1,27,47..52,still
927125A8.txt.ptree,1,30,53..60,shocked
927125A8.txt.ptree,1,33,61..63,by
927125A8.txt.ptree,1,37,64..68,this
927125A8.txt.ptree,1,39,69..72,sub
927125A8.txt.ptree,1,41,72..74,'s
927125A8.txt.ptree,1,43,75..82,ability
927125A8.txt.ptree,1,47,83..85,to
927125A8.txt.ptree,1,50,86..92,guzzle
927125A8.txt.ptree,1,53,93..100,Russian
927125A8.txt.ptree,1,55,101..111,propaganda
927125A8.txt.ptree,1,57,111..112,.
