81947F9B.txt.ptree,0,7,0..1,>
81947F9B.txt.ptree,0,11,2..8,living
81947F9B.txt.ptree,0,14,9..13,with
81947F9B.txt.ptree,0,17,14..15,a
81947F9B.txt.ptree,0,19,16..17,w
81947F9B.txt.ptree,0,21,17..18,*
81947F9B.txt.ptree,0,23,18..21,man
81947F9B.txt.ptree,0,26,23..26,You
81947F9B.txt.ptree,0,29,27..33,should
81947F9B.txt.ptree,0,32,34..38,know
81947F9B.txt.ptree,0,35,39..41,by
81947F9B.txt.ptree,0,38,42..45,now
81947F9B.txt.ptree,0,41,46..50,that
81947F9B.txt.ptree,0,45,51..55,they
81947F9B.txt.ptree,0,48,55..58,'re
81947F9B.txt.ptree,0,52,59..62,ALL
81947F9B.txt.ptree,0,55,63..67,like
81947F9B.txt.ptree,0,58,68..72,that
81947F9B.txt.ptree,0,60,73..74,-
81947F9B.txt.ptree,0,64,75..77,it
81947F9B.txt.ptree,0,67,78..84,should
81947F9B.txt.ptree,0,69,84..87,n't
81947F9B.txt.ptree,0,72,88..90,be
81947F9B.txt.ptree,0,75,91..101,surprising
81947F9B.txt.ptree,0,77,101..102,.
