907FB464.txt.ptree,0,6,0..5,Cause
907FB464.txt.ptree,0,9,6..7,I
907FB464.txt.ptree,0,12,8..12,hate
907FB464.txt.ptree,0,15,13..21,cheaters
907FB464.txt.ptree,0,17,21..22,COMMA
907FB464.txt.ptree,0,19,23..26,and
907FB464.txt.ptree,0,23,27..29,it
907FB464.txt.ptree,0,26,30..36,pisses
907FB464.txt.ptree,0,29,37..39,me
907FB464.txt.ptree,0,32,40..43,off
907FB464.txt.ptree,0,35,44..47,for
907FB464.txt.ptree,0,39,48..51,all
907FB464.txt.ptree,0,41,52..57,those
907FB464.txt.ptree,0,43,58..64,people
907FB464.txt.ptree,0,46,65..77,sympathizing
907FB464.txt.ptree,0,49,78..82,with
907FB464.txt.ptree,0,53,83..84,a
907FB464.txt.ptree,0,55,85..87,ho
907FB464.txt.ptree,0,57,88..91,and
907FB464.txt.ptree,0,60,92..95,her
907FB464.txt.ptree,0,62,96..102,stupid
907FB464.txt.ptree,0,64,103..112,boyfriend
907FB464.txt.ptree,0,66,112..113,.
